contig	start	end	gene_name
Chr_04	695341	696273	MgIM767.04G015100
Chr_04	696437	697913	MgIM767.04G015200
Chr_04	698492	698761	MgIM767.04G015300
Chr_04	698802	699541	MgIM767.04G015400
Chr_04	699542	700863	MgIM767.04G015500
Chr_04	701120	705757	MgIM767.04G015600
Chr_04	705822	710233	MgIM767.04G015700
Chr_04	711810	714883	MgIM767.04G015800
Chr_04	716635	720046	MgIM767.04G015900
Chr_04	721170	722064	MgIM767.04G016000
Chr_04	721882	723167	MgIM767.04G016100
Chr_04	723968	724690	MgIM767.04G016200
Chr_04	727161	728657	MgIM767.04G016300
Chr_04	729284	729864	MgIM767.04G016400
Chr_04	731768	732520	MgIM767.04G016500
Chr_04	733656	736065	MgIM767.04G016600
Chr_04	736337	739323	MgIM767.04G016700
Chr_04	740764	743096	MgIM767.04G016800
Chr_04	743945	745515	MgIM767.04G016900
Chr_04	746335	747722	MgIM767.04G017000
Chr_04	756654	763328	MgIM767.04G017100
Chr_04	764990	773341	MgIM767.04G017200
Chr_04	772944	777137	MgIM767.04G017300
Chr_04	793281	797994	MgIM767.04G017400
Chr_04	797632	801738	MgIM767.04G017500
Chr_04	801993	810306	MgIM767.04G017600
Chr_04	810210	814554	MgIM767.04G017700
Chr_04	814595	816832	MgIM767.04G017800
Chr_04	822859	823739	MgIM767.04G017900
Chr_04	827057	831516	MgIM767.04G018000
Chr_04	831446	834939	MgIM767.04G018100
Chr_04	835911	837192	MgIM767.04G018200
Chr_04	837846	839085	MgIM767.04G018300
Chr_04	839141	840402	MgIM767.04G018400
Chr_04	840403	842143	MgIM767.04G018500
Chr_04	842792	845615	MgIM767.04G018600
Chr_04	848055	851340	MgIM767.04G018700
Chr_04	852873	853698	MgIM767.04G018800
Chr_04	854211	857984	MgIM767.04G018900
Chr_04	858213	859065	MgIM767.04G019000
Chr_04	859026	860582	MgIM767.04G019100
Chr_04	860801	865870	MgIM767.04G019200
Chr_04	869025	876398	MgIM767.04G019300
Chr_04	877181	879697	MgIM767.04G019400
Chr_04	879938	885389	MgIM767.04G019500
Chr_04	885723	888970	MgIM767.04G019600
Chr_04	889878	893334	MgIM767.04G019700
Chr_04	901552	907877	MgIM767.04G019800
Chr_04	908561	910522	MgIM767.04G019900
Chr_04	910392	913231	MgIM767.04G020000
Chr_04	915751	917512	MgIM767.04G020100
Chr_04	918385	920213	MgIM767.04G020200
Chr_04	920228	923532	MgIM767.04G020300
Chr_04	923855	925363	MgIM767.04G020400
Chr_04	925990	930271	MgIM767.04G020500
Chr_04	931065	932754	MgIM767.04G020600
Chr_04	933688	939766	MgIM767.04G020700
Chr_04	939943	941789	MgIM767.04G020800
Chr_04	942407	943795	MgIM767.04G020900
Chr_04	944337	947293	MgIM767.04G021000
Chr_04	947396	948380	MgIM767.04G021100
Chr_04	952021	955890	MgIM767.04G021200
Chr_04	956238	958947	MgIM767.04G021300
Chr_04	959719	963483	MgIM767.04G021400
Chr_04	965052	967086	MgIM767.04G021500
Chr_04	967223	968437	MgIM767.04G021600
Chr_04	968374	971793	MgIM767.04G021700
Chr_04	979198	981009	MgIM767.04G021800
Chr_04	980952	981718	MgIM767.04G021900
Chr_04	988935	991216	MgIM767.04G022000
Chr_04	991422	999093	MgIM767.04G022100
Chr_04	1000306	1001676	MgIM767.04G022200
Chr_04	1002799	1007325	MgIM767.04G022300
Chr_04	1007521	1010819	MgIM767.04G022400
Chr_04	1010563	1014260	MgIM767.04G022500
Chr_04	1014995	1018494	MgIM767.04G022600
Chr_04	1020483	1021313	MgIM767.04G022700
Chr_04	1021870	1024678	MgIM767.04G022800
Chr_04	1026729	1035460	MgIM767.04G022900
Chr_04	1035566	1040541	MgIM767.04G023000
Chr_04	1042215	1051962	MgIM767.04G023100
Chr_04	1053403	1054622	MgIM767.04G023200
Chr_04	1055430	1056345	MgIM767.04G023300
Chr_04	1057052	1057842	MgIM767.04G023400
Chr_04	1059198	1060889	MgIM767.04G023500
Chr_04	1070396	1072985	MgIM767.04G023600
Chr_04	1075195	1078876	MgIM767.04G023700
Chr_04	1079848	1081371	MgIM767.04G023800
Chr_04	1083995	1090391	MgIM767.04G023900
Chr_04	1091247	1093938	MgIM767.04G024000
Chr_04	1095450	1098232	MgIM767.04G024100
Chr_04	1098238	1102829	MgIM767.04G024200
Chr_04	1104333	1107263	MgIM767.04G024300
Chr_04	1109714	1111204	MgIM767.04G024400
Chr_04	1111227	1113028	MgIM767.04G024500
Chr_04	1113179	1115773	MgIM767.04G024600
Chr_04	1116775	1118582	MgIM767.04G024700
Chr_04	1118682	1123432	MgIM767.04G024800
Chr_04	1130230	1131271	MgIM767.04G024900
Chr_04	1131627	1135446	MgIM767.04G025000
Chr_04	1136598	1141745	MgIM767.04G025100
Chr_04	1140886	1144804	MgIM767.04G025200
Chr_04	1147323	1150680	MgIM767.04G025300
Chr_04	1151459	1152853	MgIM767.04G025400
Chr_04	1153630	1154464	MgIM767.04G025500
Chr_04	1154763	1158134	MgIM767.04G025600
Chr_04	1158273	1166982	MgIM767.04G025700
Chr_04	1167649	1169587	MgIM767.04G025800
Chr_04	1169777	1175020	MgIM767.04G025900
Chr_04	1175993	1176850	MgIM767.04G026000
Chr_04	1177782	1188503	MgIM767.04G026100
Chr_04	1188954	1191126	MgIM767.04G026200
Chr_04	1194188	1194779	MgIM767.04G026300
Chr_04	1194620	1198968	MgIM767.04G026400
Chr_04	1199357	1203349	MgIM767.04G026500
Chr_04	1203917	1205495	MgIM767.04G026600
Chr_04	1206209	1207032	MgIM767.04G026700
Chr_04	1209273	1210609	MgIM767.04G026800
Chr_04	1213422	1218327	MgIM767.04G026900
Chr_04	1218770	1221271	MgIM767.04G027000
Chr_04	1221374	1223371	MgIM767.04G027100
Chr_04	1241344	1243547	MgIM767.04G027200
Chr_04	1243548	1245213	MgIM767.04G027300
Chr_04	1245312	1247121	MgIM767.04G027400
Chr_04	1252390	1254153	MgIM767.04G027500
Chr_04	1256039	1258734	MgIM767.04G027600
Chr_04	1258753	1259290	MgIM767.04G027700
Chr_04	1259763	1262261	MgIM767.04G027800
Chr_04	1268715	1272726	MgIM767.04G027900
Chr_04	1272568	1277690	MgIM767.04G028000
Chr_04	1277916	1280104	MgIM767.04G028100
Chr_04	1280600	1282404	MgIM767.04G028200
Chr_04	1283153	1285420	MgIM767.04G028300
Chr_04	1287268	1289554	MgIM767.04G028400
Chr_04	1289856	1297927	MgIM767.04G028500
Chr_04	1300600	1301881	MgIM767.04G028600
Chr_04	1304043	1309742	MgIM767.04G028700
Chr_04	1310031	1311990	MgIM767.04G028800
Chr_04	1312548	1314513	MgIM767.04G028900
Chr_04	1314518	1316811	MgIM767.04G029000
Chr_04	1317362	1320133	MgIM767.04G029100
Chr_04	1319290	1324629	MgIM767.04G029200
Chr_04	1334684	1336189	MgIM767.04G029300
Chr_04	1337417	1338494	MgIM767.04G029400
Chr_04	1339405	1342333	MgIM767.04G029500
Chr_04	1344499	1349391	MgIM767.04G029600
Chr_04	1349501	1351119	MgIM767.04G029700
Chr_04	1354017	1360804	MgIM767.04G029800
Chr_04	1366220	1371299	MgIM767.04G029900
Chr_04	1371895	1373750	MgIM767.04G030000
Chr_04	1373179	1375022	MgIM767.04G030100
Chr_04	1375253	1376579	MgIM767.04G030200
Chr_04	1378573	1381002	MgIM767.04G030300
Chr_04	1381698	1382209	MgIM767.04G030400
Chr_04	1382718	1384781	MgIM767.04G030500
Chr_04	1385590	1387167	MgIM767.04G030600
Chr_04	1388969	1389884	MgIM767.04G030700
Chr_04	1397535	1398758	MgIM767.04G030800
Chr_04	1399578	1400379	MgIM767.04G030900
Chr_04	1402137	1403837	MgIM767.04G031000
Chr_04	1404206	1404574	MgIM767.04G031100
Chr_04	1405226	1407587	MgIM767.04G031200
Chr_04	1411847	1415762	MgIM767.04G031300
Chr_04	1415774	1419706	MgIM767.04G031400
Chr_04	1420648	1421538	MgIM767.04G031500
Chr_04	1421719	1423261	MgIM767.04G031600
Chr_04	1423579	1424089	MgIM767.04G031700
Chr_04	1424387	1424897	MgIM767.04G031800
Chr_04	1426555	1427148	MgIM767.04G031900
Chr_04	1427012	1427786	MgIM767.04G032000
Chr_04	1430181	1430945	MgIM767.04G032100
Chr_04	1431906	1433230	MgIM767.04G032200
Chr_04	1440027	1444630	MgIM767.04G032300
Chr_04	1447502	1448305	MgIM767.04G032400
Chr_04	1448476	1451440	MgIM767.04G032500
Chr_04	1450930	1451910	MgIM767.04G032600
Chr_04	1451907	1455434	MgIM767.04G032700
Chr_04	1455617	1462996	MgIM767.04G032800
Chr_04	1466964	1473593	MgIM767.04G032900
Chr_04	1473855	1474321	MgIM767.04G033000
Chr_04	1476726	1481539	MgIM767.04G033100
Chr_04	1486170	1490777	MgIM767.04G033200
Chr_04	1490987	1493901	MgIM767.04G033300
Chr_04	1494358	1498293	MgIM767.04G033400
Chr_04	1507096	1509948	MgIM767.04G033500
Chr_04	1516002	1521149	MgIM767.04G033600
Chr_04	1522228	1523971	MgIM767.04G033700
Chr_04	1526725	1529133	MgIM767.04G033800
Chr_04	1530488	1533015	MgIM767.04G033900
Chr_04	1533688	1535468	MgIM767.04G034000
Chr_04	1538949	1543397	MgIM767.04G034100
Chr_04	1549311	1551701	MgIM767.04G034200
Chr_04	1553015	1555152	MgIM767.04G034300
Chr_04	1555158	1560763	MgIM767.04G034400
Chr_04	1561747	1562971	MgIM767.04G034500
Chr_04	1563329	1566969	MgIM767.04G034600
Chr_04	1565867	1571412	MgIM767.04G034700
Chr_04	1571745	1578568	MgIM767.04G034800
Chr_04	1585323	1588400	MgIM767.04G034900
Chr_04	1589104	1607083	MgIM767.04G035000
Chr_04	1609607	1617192	MgIM767.04G035100
Chr_04	1618275	1621335	MgIM767.04G035200
Chr_04	1624451	1626483	MgIM767.04G035300
Chr_04	1627805	1636579	MgIM767.04G035400
Chr_04	1639549	1644265	MgIM767.04G035500
Chr_04	1645063	1649418	MgIM767.04G035600
Chr_04	1654979	1656478	MgIM767.04G035700
Chr_04	1655934	1658095	MgIM767.04G035800
Chr_04	1658925	1661268	MgIM767.04G035900
Chr_04	1661414	1664520	MgIM767.04G036000
Chr_04	1664898	1667761	MgIM767.04G036100
Chr_04	1668124	1672222	MgIM767.04G036200
Chr_04	1673040	1678289	MgIM767.04G036300
Chr_04	1678905	1680273	MgIM767.04G036400
Chr_04	1689587	1691865	MgIM767.04G036500
Chr_04	1691309	1697112	MgIM767.04G036600
Chr_04	1697295	1701515	MgIM767.04G036700
Chr_04	1702044	1706529	MgIM767.04G036800
Chr_04	1706879	1709609	MgIM767.04G036900
Chr_04	1710865	1712012	MgIM767.04G037000
Chr_04	1712333	1718021	MgIM767.04G037100
Chr_04	1721737	1727014	MgIM767.04G037200
Chr_04	1727166	1728226	MgIM767.04G037300
Chr_04	1728350	1731112	MgIM767.04G037400
Chr_04	1731766	1734938	MgIM767.04G037500
Chr_04	1735820	1738427	MgIM767.04G037600
Chr_04	1739170	1741459	MgIM767.04G037700
Chr_04	1742632	1744002	MgIM767.04G037800
Chr_04	1746538	1749672	MgIM767.04G037900
Chr_04	1752524	1753954	MgIM767.04G038000
Chr_04	1754470	1758986	MgIM767.04G038100
Chr_04	1759444	1761927	MgIM767.04G038200
Chr_04	1764743	1766585	MgIM767.04G038300
Chr_04	1767627	1771228	MgIM767.04G038400
Chr_04	1771328	1773402	MgIM767.04G038500
Chr_04	1775681	1779344	MgIM767.04G038600
Chr_04	1779697	1781495	MgIM767.04G038700
Chr_04	1782758	1783339	MgIM767.04G038800
Chr_04	1784559	1785345	MgIM767.04G038900
Chr_04	1787556	1788187	MgIM767.04G039000
Chr_04	1788613	1791261	MgIM767.04G039100
Chr_04	1791400	1791720	MgIM767.04G039200
Chr_04	1804298	1813340	MgIM767.04G039300
Chr_04	1814666	1815720	MgIM767.04G039400
Chr_04	1818425	1819480	MgIM767.04G039500
Chr_04	1819820	1823992	MgIM767.04G039600
Chr_04	1823485	1825833	MgIM767.04G039700
Chr_04	1826705	1832411	MgIM767.04G039800
Chr_04	1835509	1836685	MgIM767.04G039900
Chr_04	1845150	1846925	MgIM767.04G040000
Chr_04	1848022	1849753	MgIM767.04G040100
Chr_04	1849678	1852860	MgIM767.04G040200
Chr_04	1855519	1861607	MgIM767.04G040300
Chr_04	1861642	1863813	MgIM767.04G040400
Chr_04	1864289	1869793	MgIM767.04G040500
Chr_04	1870165	1872703	MgIM767.04G040600
Chr_04	1873327	1874504	MgIM767.04G040700
Chr_04	1877132	1878932	MgIM767.04G040800
Chr_04	1880250	1880729	MgIM767.04G040900
Chr_04	1885320	1885817	MgIM767.04G041000
Chr_04	1890284	1891674	MgIM767.04G041100
Chr_04	1891887	1895534	MgIM767.04G041200
Chr_04	1898131	1900074	MgIM767.04G041300
Chr_04	1900534	1902241	MgIM767.04G041400
Chr_04	1903658	1906959	MgIM767.04G041500
Chr_04	1907605	1909767	MgIM767.04G041600
Chr_04	1911388	1913440	MgIM767.04G041700
Chr_04	1914055	1915615	MgIM767.04G041800
Chr_04	1924337	1926868	MgIM767.04G041900
Chr_04	1926746	1929163	MgIM767.04G042000
Chr_04	1929534	1931640	MgIM767.04G042100
Chr_04	1933146	1935694	MgIM767.04G042200
Chr_04	1935681	1939219	MgIM767.04G042300
Chr_04	1941734	1946876	MgIM767.04G042400
Chr_04	1948678	1953106	MgIM767.04G042500
Chr_04	1955488	1956069	MgIM767.04G042600
Chr_04	1962150	1967288	MgIM767.04G042700
Chr_04	1967721	1970339	MgIM767.04G042800
Chr_04	1975562	1978447	MgIM767.04G042900
Chr_04	1978773	1982741	MgIM767.04G043000
Chr_04	1995694	1998152	MgIM767.04G043100
Chr_04	2007280	2010262	MgIM767.04G043200
Chr_04	2011548	2016493	MgIM767.04G043300
Chr_04	2016725	2018477	MgIM767.04G043400
Chr_04	2018546	2024699	MgIM767.04G043500
Chr_04	2035618	2037748	MgIM767.04G043600
Chr_04	2038234	2040405	MgIM767.04G043700
Chr_04	2044666	2052261	MgIM767.04G043800
Chr_04	2052983	2054756	MgIM767.04G043900
Chr_04	2055078	2056811	MgIM767.04G044000
Chr_04	2059547	2062891	MgIM767.04G044100
Chr_04	2063927	2066621	MgIM767.04G044200
Chr_04	2067086	2071864	MgIM767.04G044300
Chr_04	2071978	2074376	MgIM767.04G044400
Chr_04	2076656	2078281	MgIM767.04G044500
Chr_04	2080317	2084546	MgIM767.04G044600
Chr_04	2084561	2090968	MgIM767.04G044700
Chr_04	2090604	2094513	MgIM767.04G044800
Chr_04	2094264	2096581	MgIM767.04G044900
Chr_04	2097494	2101910	MgIM767.04G045000
Chr_04	2101911	2104393	MgIM767.04G045100
Chr_04	2105454	2107904	MgIM767.04G045200
Chr_04	2107796	2112823	MgIM767.04G045300
Chr_04	2113355	2115117	MgIM767.04G045400
Chr_04	2116259	2121116	MgIM767.04G045500
Chr_04	2123638	2124846	MgIM767.04G045600
Chr_04	2125028	2128091	MgIM767.04G045700
Chr_04	2128502	2130186	MgIM767.04G045800
Chr_04	2130523	2136634	MgIM767.04G045900
Chr_04	2137447	2139789	MgIM767.04G046000
Chr_04	2141422	2141706	MgIM767.04G046100
Chr_04	2145207	2153786	MgIM767.04G046200
Chr_04	2154305	2158844	MgIM767.04G046300
Chr_04	2158511	2161018	MgIM767.04G046400
Chr_04	2161626	2164321	MgIM767.04G046500
Chr_04	2166777	2168943	MgIM767.04G046600
Chr_04	2168094	2172337	MgIM767.04G046700
Chr_04	2174046	2175275	MgIM767.04G046800
Chr_04	2175187	2178168	MgIM767.04G046900
Chr_04	2179305	2181847	MgIM767.04G047000
Chr_04	2183745	2184161	MgIM767.04G047100
Chr_04	2184482	2189280	MgIM767.04G047200
Chr_04	2189663	2196294	MgIM767.04G047300
Chr_04	2196387	2200844	MgIM767.04G047400
Chr_04	2201732	2206056	MgIM767.04G047500
Chr_04	2205912	2210645	MgIM767.04G047600
Chr_04	2210685	2215118	MgIM767.04G047700
Chr_04	2216415	2217349	MgIM767.04G047800
Chr_04	2218770	2221094	MgIM767.04G047900
Chr_04	2221663	2226677	MgIM767.04G048000
Chr_04	2226942	2230097	MgIM767.04G048100
Chr_04	2230049	2233641	MgIM767.04G048200
Chr_04	2238825	2248742	MgIM767.04G048300
Chr_04	2260918	2262886	MgIM767.04G048400
Chr_04	2265757	2268010	MgIM767.04G048500
Chr_04	2269134	2271508	MgIM767.04G048600
Chr_04	2271287	2272335	MgIM767.04G048700
Chr_04	2273447	2278472	MgIM767.04G048800
Chr_04	2279060	2282355	MgIM767.04G048900
Chr_04	2283402	2285227	MgIM767.04G049000
Chr_04	2285151	2287136	MgIM767.04G049100
Chr_04	2294224	2300309	MgIM767.04G049200
Chr_04	2302204	2305523	MgIM767.04G049300
Chr_04	2305165	2307491	MgIM767.04G049400
Chr_04	2308592	2311706	MgIM767.04G049500
Chr_04	2311604	2315403	MgIM767.04G049600
Chr_04	2315879	2316285	MgIM767.04G049700
Chr_04	2317970	2319003	MgIM767.04G049800
Chr_04	2319382	2320045	MgIM767.04G049900
Chr_04	2320741	2321220	MgIM767.04G050000
Chr_04	2333042	2333606	MgIM767.04G050100
Chr_04	2336830	2337284	MgIM767.04G050200
Chr_04	2341906	2345790	MgIM767.04G050300
Chr_04	2347668	2351773	MgIM767.04G050400
Chr_04	2354704	2356483	MgIM767.04G050500
Chr_04	2357122	2362213	MgIM767.04G050600
Chr_04	2362846	2366510	MgIM767.04G050700
Chr_04	2368404	2368979	MgIM767.04G050800
Chr_04	2370257	2374987	MgIM767.04G050900
Chr_04	2375765	2377783	MgIM767.04G051000
Chr_04	2378767	2380232	MgIM767.04G051100
Chr_04	2380736	2384780	MgIM767.04G051200
Chr_04	2385365	2385965	MgIM767.04G051300
Chr_04	2386790	2388472	MgIM767.04G051400
Chr_04	2389257	2391982	MgIM767.04G051500
Chr_04	2392733	2394745	MgIM767.04G051600
Chr_04	2394742	2397590	MgIM767.04G051700
Chr_04	2398379	2399559	MgIM767.04G051800
Chr_04	2399007	2402986	MgIM767.04G051900
Chr_04	2405822	2408176	MgIM767.04G052000
Chr_04	2410235	2411048	MgIM767.04G052100
Chr_04	2412465	2418191	MgIM767.04G052200
Chr_04	2418854	2421268	MgIM767.04G052300
Chr_04	2421255	2421957	MgIM767.04G052400
Chr_04	2434468	2436921	MgIM767.04G052500
Chr_04	2437579	2440027	MgIM767.04G052600
Chr_04	2440698	2447664	MgIM767.04G052700
Chr_04	2448907	2451906	MgIM767.04G052800
Chr_04	2454540	2456784	MgIM767.04G052900
Chr_04	2458956	2461798	MgIM767.04G053000
Chr_04	2461996	2467564	MgIM767.04G053100
Chr_04	2467854	2470880	MgIM767.04G053200
Chr_04	2470887	2474087	MgIM767.04G053300
Chr_04	2474088	2477818	MgIM767.04G053400
Chr_04	2484130	2499790	MgIM767.04G053500
Chr_04	2502369	2507072	MgIM767.04G053600
Chr_04	2506758	2509507	MgIM767.04G053700
Chr_04	2511563	2515926	MgIM767.04G053800
Chr_04	2517611	2521193	MgIM767.04G053900
Chr_04	2522889	2526962	MgIM767.04G054000
Chr_04	2527393	2528442	MgIM767.04G054100
Chr_04	2529569	2532252	MgIM767.04G054200
Chr_04	2532499	2534237	MgIM767.04G054300
Chr_04	2534769	2536731	MgIM767.04G054400
Chr_04	2537181	2540653	MgIM767.04G054500
Chr_04	2540433	2547218	MgIM767.04G054600
Chr_04	2548933	2553828	MgIM767.04G054700
Chr_04	2554445	2559066	MgIM767.04G054800
Chr_04	2559745	2564178	MgIM767.04G054900
Chr_04	2566407	2572665	MgIM767.04G055000
Chr_04	2574206	2579122	MgIM767.04G055100
Chr_04	2580438	2585450	MgIM767.04G055200
Chr_04	2585868	2588993	MgIM767.04G055300
Chr_04	2588994	2592532	MgIM767.04G055400
Chr_04	2593720	2601361	MgIM767.04G055500
Chr_04	2601333	2603791	MgIM767.04G055600
Chr_04	2604033	2606232	MgIM767.04G055700
Chr_04	2606455	2607806	MgIM767.04G055800
Chr_04	2609997	2610846	MgIM767.04G055900
Chr_04	2610845	2611588	MgIM767.04G056000
Chr_04	2612233	2616052	MgIM767.04G056100
Chr_04	2615817	2619068	MgIM767.04G056200
Chr_04	2620291	2622745	MgIM767.04G056300
Chr_04	2630229	2631751	MgIM767.04G056400
Chr_04	2633940	2638236	MgIM767.04G056500
Chr_04	2638540	2642902	MgIM767.04G056600
Chr_04	2652333	2654916	MgIM767.04G056700
Chr_04	2656299	2657957	MgIM767.04G056800
Chr_04	2666108	2666539	MgIM767.04G056900
Chr_04	2667655	2671087	MgIM767.04G057000
Chr_04	2677880	2679775	MgIM767.04G057100
Chr_04	2679742	2681084	MgIM767.04G057200
Chr_04	2681821	2683890	MgIM767.04G057300
Chr_04	2685496	2688436	MgIM767.04G057400
Chr_04	2689684	2689881	MgIM767.04G057500
Chr_04	2691141	2714499	MgIM767.04G057600
Chr_04	2714573	2725646	MgIM767.04G057700
Chr_04	2726348	2729975	MgIM767.04G057800
Chr_04	2732279	2734808	MgIM767.04G057900
Chr_04	2738641	2745017	MgIM767.04G058000
Chr_04	2745778	2752443	MgIM767.04G058100
Chr_04	2753118	2756470	MgIM767.04G058200
Chr_04	2756962	2760958	MgIM767.04G058300
Chr_04	2768312	2771034	MgIM767.04G058400
Chr_04	2771087	2772155	MgIM767.04G058500
Chr_04	2819497	2819961	MgIM767.04G058600
Chr_04	2839129	2848916	MgIM767.04G058700
Chr_04	2840463	2842066	MgIM767.04G058800
Chr_04	2849498	2853138	MgIM767.04G058900
Chr_04	2858209	2862011	MgIM767.04G059000
Chr_04	2862091	2866909	MgIM767.04G059100
Chr_04	2867633	2870524	MgIM767.04G059200
Chr_04	2874414	2875629	MgIM767.04G059300
Chr_04	2875630	2877074	MgIM767.04G059400
Chr_04	2877523	2880908	MgIM767.04G059500
Chr_04	2881779	2885516	MgIM767.04G059600
Chr_04	2885983	2890891	MgIM767.04G059700
Chr_04	2890823	2892079	MgIM767.04G059800
Chr_04	2893816	2894605	MgIM767.04G059900
Chr_04	2897723	2900372	MgIM767.04G060000
Chr_04	2900397	2902729	MgIM767.04G060100
Chr_04	2905049	2909105	MgIM767.04G060200
Chr_04	2909456	2910551	MgIM767.04G060300
Chr_04	2912075	2916428	MgIM767.04G060400
Chr_04	2916917	2917594	MgIM767.04G060500
Chr_04	2921555	2923863	MgIM767.04G060600
Chr_04	2925058	2926753	MgIM767.04G060700
Chr_04	2926794	2928386	MgIM767.04G060800
Chr_04	2931515	2933132	MgIM767.04G060900
Chr_04	2933430	2935250	MgIM767.04G061000
Chr_04	2937591	2939699	MgIM767.04G061100
Chr_04	2943957	2946948	MgIM767.04G061200
Chr_04	2947045	2949668	MgIM767.04G061300
Chr_04	2950738	2954018	MgIM767.04G061400
Chr_04	2956984	2960270	MgIM767.04G061500
Chr_04	2961895	2964017	MgIM767.04G061600
Chr_04	2973688	2980270	MgIM767.04G061700
Chr_04	2981382	2986811	MgIM767.04G061800
Chr_04	2985612	2990278	MgIM767.04G061900
Chr_04	2992493	2996264	MgIM767.04G062000
Chr_04	2997083	2999265	MgIM767.04G062100
Chr_04	3001415	3005053	MgIM767.04G062200
Chr_04	3005059	3009706	MgIM767.04G062300
Chr_04	3009928	3012880	MgIM767.04G062400
Chr_04	3018433	3022208	MgIM767.04G062500
Chr_04	3025901	3029390	MgIM767.04G062600
Chr_04	3030727	3036369	MgIM767.04G062700
Chr_04	3037778	3041108	MgIM767.04G062800
Chr_04	3051411	3056327	MgIM767.04G062900
Chr_04	3056983	3057864	MgIM767.04G063000
Chr_04	3058525	3059708	MgIM767.04G063100
Chr_04	3064151	3065362	MgIM767.04G063200
Chr_04	3066575	3067842	MgIM767.04G063300
Chr_04	3068770	3070794	MgIM767.04G063400
Chr_04	3073861	3075424	MgIM767.04G063500
Chr_04	3075476	3087580	MgIM767.04G063600
Chr_04	3089487	3091568	MgIM767.04G063700
Chr_04	3092482	3096411	MgIM767.04G063800
Chr_04	3096992	3099858	MgIM767.04G063900
Chr_04	3100493	3104680	MgIM767.04G064000
Chr_04	3106091	3107576	MgIM767.04G064100
Chr_04	3107950	3111083	MgIM767.04G064200
Chr_04	3111683	3113958	MgIM767.04G064300
Chr_04	3114327	3116151	MgIM767.04G064400
Chr_04	3116319	3118785	MgIM767.04G064500
Chr_04	3120134	3124101	MgIM767.04G064600
Chr_04	3124152	3127342	MgIM767.04G064700
Chr_04	3130300	3131128	MgIM767.04G064800
Chr_04	3139970	3142184	MgIM767.04G064900
Chr_04	3144061	3146056	MgIM767.04G065000
Chr_04	3146550	3148148	MgIM767.04G065100
Chr_04	3148572	3151698	MgIM767.04G065200
Chr_04	3151501	3154245	MgIM767.04G065300
Chr_04	3155773	3156184	MgIM767.04G065400
Chr_04	3158287	3159327	MgIM767.04G065500
Chr_04	3159402	3162204	MgIM767.04G065600
Chr_04	3164392	3171982	MgIM767.04G065700
Chr_04	3181676	3184307	MgIM767.04G065800
Chr_04	3184570	3189078	MgIM767.04G065900
Chr_04	3188977	3190789	MgIM767.04G066000
Chr_04	3191359	3194212	MgIM767.04G066100
Chr_04	3194440	3197654	MgIM767.04G066200
Chr_04	3196554	3199986	MgIM767.04G066300
Chr_04	3202270	3204626	MgIM767.04G066400
Chr_04	3205463	3209236	MgIM767.04G066500
Chr_04	3212648	3214929	MgIM767.04G066600
Chr_04	3215133	3216128	MgIM767.04G066700
Chr_04	3217182	3220334	MgIM767.04G066800
Chr_04	3221306	3224631	MgIM767.04G066900
Chr_04	3228126	3231541	MgIM767.04G067000
Chr_04	3231899	3234387	MgIM767.04G067100
Chr_04	3234346	3238683	MgIM767.04G067200
Chr_04	3239264	3253738	MgIM767.04G067300
Chr_04	3254119	3256182	MgIM767.04G067400
Chr_04	3259657	3263780	MgIM767.04G067500
Chr_04	3264469	3267617	MgIM767.04G067600
Chr_04	3266840	3270997	MgIM767.04G067700
Chr_04	3272862	3278046	MgIM767.04G067800
Chr_04	3288862	3289434	MgIM767.04G067900
Chr_04	3289894	3293219	MgIM767.04G068000
Chr_04	3310367	3311361	MgIM767.04G068100
Chr_04	3312574	3313414	MgIM767.04G068200
Chr_04	3315134	3315796	MgIM767.04G068300
Chr_04	3324373	3329368	MgIM767.04G068400
Chr_04	3329535	3331511	MgIM767.04G068500
Chr_04	3341284	3347679	MgIM767.04G068600
Chr_04	3348157	3350875	MgIM767.04G068700
Chr_04	3350721	3353761	MgIM767.04G068800
Chr_04	3355101	3358654	MgIM767.04G068900
Chr_04	3359340	3367344	MgIM767.04G069000
Chr_04	3366496	3370660	MgIM767.04G069100
Chr_04	3370840	3372822	MgIM767.04G069200
Chr_04	3374119	3378450	MgIM767.04G069300
Chr_04	3379495	3382440	MgIM767.04G069400
Chr_04	3382085	3386883	MgIM767.04G069500
Chr_04	3388480	3390901	MgIM767.04G069600
Chr_04	3391447	3392288	MgIM767.04G069700
Chr_04	3392630	3397502	MgIM767.04G069800
Chr_04	3398402	3400154	MgIM767.04G069900
Chr_04	3401753	3405962	MgIM767.04G070000
Chr_04	3405993	3407602	MgIM767.04G070100
Chr_04	3410531	3413012	MgIM767.04G070200
Chr_04	3413281	3415179	MgIM767.04G070300
Chr_04	3414909	3416848	MgIM767.04G070400
Chr_04	3416753	3418757	MgIM767.04G070500
Chr_04	3426399	3428793	MgIM767.04G070600
Chr_04	3428902	3435133	MgIM767.04G070700
Chr_04	3435196	3438178	MgIM767.04G070800
Chr_04	3439656	3445271	MgIM767.04G070900
Chr_04	3445567	3446742	MgIM767.04G071000
Chr_04	3448285	3452436	MgIM767.04G071100
Chr_04	3466207	3468883	MgIM767.04G071200
Chr_04	3470998	3472190	MgIM767.04G071300
Chr_04	3472916	3480860	MgIM767.04G071400
Chr_04	3481749	3488197	MgIM767.04G071500
